id,country,city,neighbourhood,property_type,price,review_scores_rating
3165066,Sweden,Stockholm,Norrmalm,Apartment,$900.00,93
4193568,Sweden,Stockholm,Skarpnäck,Apartment,$792.00,60
24306589,Sweden,Södermalm,Södermalm,Apartment,"$1,096.00",100
25453781,Sweden,Kungsholmen,Kungsholmen,Apartment,$499.00,97
20533411,Sweden,Bromma,Bromma,Apartment,$802.00,94
18013771,Sweden,Stockholm,Södermalm,Apartment,"$1,301.00",88
21844007,Sweden,Östermalm,Östermalm,Apartment,$851.00,95
7223368,Norway,Oslo,Nordre Aker,Apartment,"$1,099.00",100
35393855,Sweden,Hägersten-Liljeholmen,Hägersten-Liljeholmen,Apartment,$704.00,100
10306194,Norway,Oslo,Nordre Aker,House,"$1,589.00",95
31347264,Sweden,Kungsholmen,Kungsholmen,Apartment,$753.00,94
6657012,Sweden,Stockholm,Norrmalm,Apartment,"$1,203.00",100
29683256,Sweden,Östermalm,Östermalm,Houseboat,"$2,074.00",100
10804209,Norway,Oslo,St. Hanshaugen,Townhouse,"$1,553.00",95
22580425,Sweden,Bromma,Bromma,Apartment,$704.00,91
35124564,Sweden,Älvsjö,Älvsjö,House,"$1,497.00",100
15381434,Sweden,Stockholm,Södermalm,Apartment,$382.00,98
30061082,Sweden,Stockholm,Skarpnäck,Apartment,$646.00,97
24076246,Sweden,Stockholm,Södermalm,Apartment,$851.00,97
25780755,Sweden,Enskede-Årsta-Vantör,Enskede-Årsta-Vantör,Apartment,$695.00,95
34013019,Sweden,Bromma,Bromma,Apartment,$548.00,87
6434264,Norway,Oslo,Gamle Oslo,Apartment,$554.00,80
6503832,Norway,Oslo,Grünerløkka,Apartment,$300.00,100
11780867,Sweden,Stockholm,Östermalm,Apartment,$949.00,100
20691833,Sweden,Södermalm,Södermalm,Apartment,$430.00,91
3239738,Norway,Oslo,Sagene,Apartment,$400.00,100
19290727,Sweden,Norrmalm,Norrmalm,Apartment,$988.00,91
35558570,Sweden,Hägersten-Liljeholmen,Hägersten-Liljeholmen,Apartment,$998.00,100
25423777,Sweden,Kungsholmen,Kungsholmen,Apartment,"$1,203.00",98
2129960,Norway,Oslo,Grünerløkka,Apartment,$790.00,88
19405555,Sweden,Östermalm,Östermalm,Apartment,$646.00,100
33240200,Sweden,Östermalm,Östermalm,Apartment,"$3,150.00",94
27255979,Sweden,Södermalm,Södermalm,Apartment,$773.00,100
6964940,Sweden,Stockholm,Bromma,Serviced apartment,$567.00,100
6671494,Norway,Oslo,Gamle Oslo,Apartment,$790.00,100
9343723,Norway,Oslo,Grünerløkka,Apartment,$663.00,100
21688744,Sweden,Södermalm,Södermalm,Apartment,"$1,203.00",100
11382245,Norway,Oslo,Grünerløkka,Apartment,$581.00,98
3493434,Sweden,Stockholm,Södermalm,Apartment,$704.00,98
15139993,Sweden,Stockholm,Farsta,Apartment,$421.00,95
16484733,Sweden,Stockholm,Södermalm,Apartment,"$1,693.00",97
21946003,Sweden,Södermalm,Södermalm,Apartment,$450.00,100
21842041,Sweden,Södermalm,Södermalm,Apartment,$597.00,87
7894566,Sweden,Stockholm,Södermalm,Apartment,"$1,702.00",100
33480905,Sweden,Enskede-Årsta-Vantör,Enskede-Årsta-Vantör,Apartment,$695.00,98
11337399,Sweden,Stockholm,Östermalm,Apartment,"$1,565.00",100
14928894,Sweden,Stockholm,Skärholmen,Apartment,$499.00,94
12283455,Norway,Oslo,Gamle Oslo,Apartment,$499.00,100
8677315,Norway,Oslo,Grünerløkka,Apartment,"$1,199.00",96
23763456,Sweden,Södermalm,Södermalm,Apartment,"$1,497.00",94
31252614,Sweden,Norrmalm,Norrmalm,Apartment,"$1,243.00",84
10807096,Sweden,Stockholm,Östermalm,Apartment,"$2,035.00",97
4170059,Norway,Oslo,Grünerløkka,Apartment,$799.00,100
6336329,Norway,Oslo,Gamle Oslo,Apartment,$699.00,100
12715548,Sweden,Stockholm,Kungsholmen,Apartment,"$1,017.00",95
35489666,Sweden,Orhem,Skarpnäck,Apartment,$352.00,100
6683376,Norway,Majorstuen,Majorstuen,Apartment,$599.00,93
25567252,Sweden,Östermalm,Östermalm,Apartment,"$1,194.00",83
27769970,Sweden,Södermalm,Södermalm,Apartment,"$1,096.00",98
18867650,Sweden,Södermalm,Södermalm,Apartment,$998.00,100
24370449,Sweden,Kungsholmen,Kungsholmen,Apartment,$841.00,98
18687344,Sweden,Stockholm,Skarpnäck,Apartment,"$1,017.00",100
25064415,Sweden,Södermalm,Södermalm,Apartment,$704.00,92
6471974,Sweden,Hässelby,Hässelby-Vällingby,Apartment,$157.00,100
24125266,Sweden,Enskede-Årsta-Vantör,Enskede-Årsta-Vantör,Apartment,$499.00,99
32949464,Sweden,Södermalm,Södermalm,Apartment,"$2,700.00",97
26780024,Sweden,Norrmalm,Norrmalm,Apartment,$949.00,100
18742463,Sweden,Stockholm,Farsta,House,"$1,497.00",100
13215622,Sweden,Stockholm,Södermalm,Apartment,"$1,595.00",100
37658713,Sweden,Rinkeby,Rinkeby-Kista,Apartment,$284.00,96
29578263,Sweden,Stockholm,Östermalm,Apartment,"$1,849.00",100
25262341,Sweden,Stockholm,Södermalm,Loft,"$1,399.00",80
30240718,Sweden,Stockholm,Hägersten-Liljeholmen,Apartment,$372.00,89
17637974,Sweden,Stockholm,Norrmalm,Apartment,"$1,154.00",100
36597334,Sweden,Bromma,Bromma,Apartment,$704.00,67
10036076,Sweden,Stockholm,Kungsholmen,Apartment,"$1,301.00",98
38445090,Sweden,Skärholmen,Skärholmen,Apartment,$558.00,100
20706361,Sweden,Enskede-Årsta-Vantör,Enskede-Årsta-Vantör,Apartment,$401.00,96
2782550,Sweden,Stockholm,Södermalm,Apartment,"$3,209.00",99
16322150,Sweden,Stockholm,Södermalm,Apartment,$421.00,95
8957979,Sweden,Stockholm,Norrmalm,Apartment,"$2,505.00",100
26796711,Sweden,Södermalm,Södermalm,Apartment,"$1,497.00",89
27545961,Sweden,Norrmalm,Norrmalm,Apartment,"$1,262.00",96
