id,country,city,neighbourhood,property_type,price,review_scores_rating
12223856,Sweden,Stockholm,Hägersten-Liljeholmen,Apartment,$890.00,97
8266504,Norway,Oslo,St. Hanshaugen,Apartment,$908.00,100
25605229,Sweden,Östermalm,Östermalm,Apartment,"$1,399.00",96
6149192,Norway,Oslo,Gamle Oslo,Apartment,$499.00,100
3146273,Sweden,Stockholm,Norrmalm,Apartment,"$1,653.00",94
7260516,Norway,Oslo,Nordstrand,Condominium,$799.00,88
13255147,Sweden,Stockholm,Kungsholmen,Apartment,"$1,154.00",100
5362220,Sweden,Stockholm,Kungsholmen,Condominium,"$1,350.00",95
6835834,Sweden,Stockholm,Skärholmen,Guesthouse,$665.00,92
35758030,Sweden,Enskede-Årsta-Vantör,Enskede-Årsta-Vantör,Apartment,$949.00,100
405953,Norway,Oslo,Grünerløkka,Apartment,"$4,504.00",100
1603920,Norway,Oslo,Sagene,Apartment,"$1,289.00",100
15266527,Sweden,Stockholm,Kungsholmen,Apartment,$851.00,97
12925473,Sweden,Stockholm,Norrmalm,Apartment,"$1,497.00",99
7215731,Norway,Oslo,Grünerløkka,Condominium,$272.00,95
1998622,Sweden,Stockholm,Södermalm,Apartment,$783.00,97
13410312,Sweden,Stockholm,Norrmalm,Apartment,"$2,035.00",96
11509429,Sweden,Stockholm,Enskede-Årsta-Vantör,Apartment,$597.00,98
1497100,Sweden,Stockholm,Skarpnäck,Apartment,$470.00,96
3342753,Norway,Oslo,St. Hanshaugen,Apartment,$999.00,83
648671,Sweden,Stockholm,Södermalm,Hostel,$753.00,88
18582111,Sweden,Stockholm,Bromma,Apartment,"$1,898.00",87
13988429,Sweden,Stockholm,Södermalm,Apartment,$949.00,96
30812963,Sweden,Stockholm,Skarpnäck,Serviced apartment,"$1,203.00",90
14554905,Sweden,Stockholm,Södermalm,Apartment,"$1,497.00",90
5198364,Norway,Oslo,Majorstuen,Apartment,$953.00,97
9724425,Norway,Oslo,Gamle Oslo,Apartment,$554.00,80
31844782,Sweden,Södermalm,Södermalm,Loft,$998.00,100
19560842,Sweden,Norrmalm,Norrmalm,Apartment,"$1,252.00",95
37226072,Sweden,Östermalm,Östermalm,Apartment,"$1,516.00",90
31202143,Sweden,114 24,Östermalm,Apartment,$548.00,87
903577,Sweden,Gamla Enskede,Enskede-Årsta-Vantör,Apartment,$421.00,100
4389291,Sweden,Stockholm,Södermalm,Apartment,"$1,066.00",93
5109888,Sweden,Stockholm,Östermalm,Apartment,$998.00,96
33523461,Sweden,Södermalm,Södermalm,Apartment,$450.00,100
11393707,Norway,Oslo,Grünerløkka,Condominium,"$1,153.00",96
10086611,Norway,Oslo,Gamle Oslo,Apartment,"$1,299.00",94
10371771,Norway,Oslo,Gamle Oslo,Apartment,$636.00,97
10981931,Norway,Oslo,St. Hanshaugen,Apartment,$445.00,98
37950112,Sweden,Stockholm,Bromma,Cabin,$890.00,100
13431200,Sweden,Stockholm,Rinkeby-Kista,Condominium,$391.00,89
7161686,Norway,Oslo,Nordstrand,Apartment,"$1,199.00",98
5961818,Sweden,Stockholm,Skarpnäck,Apartment,$489.00,80
34780599,Sweden,Farsta,Farsta,Apartment,$225.00,100
35698590,Sweden,Norrmalm,Norrmalm,Apartment,$548.00,100
