id,country,city,neighbourhood,property_type,price,review_scores_rating
206221,Sweden,Stockholm,Södermalm,Bed and breakfast,$665.00,98
14421357,Sweden,Stockholm,Hägersten-Liljeholmen,Apartment,$342.00,96
12706533,Norway,Oslo,Grünerløkka,Apartment,$454.00,100
24983004,Sweden,Södermalm,Södermalm,Condominium,"$1,605.00",100
6719299,Sweden,Stockholm,Kungsholmen,Apartment,$597.00,100
7411320,Sweden,Stockholm,Hägersten-Liljeholmen,Apartment,$646.00,95
8086906,Sweden,Stockholm,Södermalm,Apartment,$900.00,100
10602713,Sweden,Stockholm,Hägersten-Liljeholmen,Apartment,$558.00,95
18428927,Sweden,Stockholm,Östermalm,Apartment,$978.00,86
11241954,Sweden,Stockholm,Norrmalm,Apartment,"$1,017.00",96
9970940,Norway,Oslo,Gamle Oslo,Apartment,$436.00,100
27486970,Sweden,Stockholm,Bromma,Apartment,$704.00,88
15575818,Sweden,Norrmalm,Norrmalm,Condominium,"$3,992.00",100
3216031,Sweden,Stockholm,Östermalm,Apartment,$753.00,83
11391009,Sweden,Stockholm,Enskede-Årsta-Vantör,House,"$3,004.00",100
3400159,Sweden,Stockholm,Älvsjö,House,"$1,996.00",100
20436363,Sweden,Stockholm,Skarpnäck,Apartment,"$1,203.00",92
6649583,Sweden,Stockholm,Östermalm,Apartment,"$1,096.00",97
16648200,Sweden,Stockholm,Hägersten-Liljeholmen,Apartment,$753.00,100
36167966,Sweden,Enskede-Årsta-Vantör,Enskede-Årsta-Vantör,Apartment,$900.00,97
1158791,Sweden,Stockholm,Kungsholmen,Apartment,"$1,399.00",96
31607126,Sweden,Norrmalm,Norrmalm,Apartment,"$1,252.00",100
11295410,Norway,Oslo,Majorstuen,Apartment,$999.00,100
1575813,Sweden,Stockholm,Södermalm,Apartment,"$1,096.00",95
11895603,Sweden,Uppsala,Hägersten-Liljeholmen,Apartment,$450.00,96
27067411,Sweden,Nacka,Södermalm,Apartment,"$1,203.00",100
35613710,Sweden,Kungsholmen,Kungsholmen,Apartment,$890.00,100
31528957,Sweden,Södermalm,Södermalm,Apartment,"$1,947.00",90
21965099,Sweden,Kungsholmen,Kungsholmen,Apartment,$900.00,98
6672068,Norway,Oslo,Grünerløkka,Apartment,$381.00,87
2729307,Sweden,Stockholm,Spånga-Tensta,Townhouse,$450.00,97
19223679,Sweden,Södermalm,Södermalm,Apartment,$861.00,100
25480347,Sweden,Hägersten-Liljeholmen,Hägersten-Liljeholmen,Apartment,$724.00,94
6942300,Sweden,Stockholm,Östermalm,Apartment,$489.00,90
13303987,Sweden,Stockholm,Enskede-Årsta-Vantör,Apartment,$802.00,91
2856175,Sweden,Stockholm,Södermalm,Apartment,"$2,505.00",99
9665887,Sweden,Stockholm,Kungsholmen,Apartment,"$1,605.00",100
12328915,Sweden,Stockholm,Bromma,House,"$2,602.00",100
2353024,Norway,Oslo,Sagene,Apartment,$509.00,95
21138149,Sweden,Kungsholmen,Kungsholmen,Apartment,$597.00,96
7251496,Sweden,Stockholm,Östermalm,Apartment,$646.00,100
13526619,Sweden,Stockholm,Enskede-Årsta-Vantör,Apartment,$802.00,100
24462093,Sweden,Östermalm,Östermalm,Apartment,"$2,505.00",100
27595969,Sweden,Södermalm,Södermalm,Apartment,$832.00,100
35796683,Sweden,Hässelby-Vällingby,Hässelby-Vällingby,Apartment,$519.00,60
26346704,Sweden,Stockholm,Södermalm,Apartment,"$1,849.00",100
9229985,Sweden,Stockholm,Bromma,House,$861.00,90
30397837,Sweden,Stockholm,Södermalm,Apartment,$636.00,100
15317519,Sweden,Stockholm,Södermalm,Apartment,$744.00,100
20990466,Sweden,Stockholm,Östermalm,Apartment,"$3,503.00",95
17889566,Sweden,Stockholm,Bromma,House,"$8,805.00",100
3746401,Sweden,Stockholm,Södermalm,Apartment,$841.00,100
4196456,Norway,Oslo,Gamle Oslo,Apartment,$518.00,98
6729451,Norway,Oslo,Sagene,Apartment,$409.00,40
36483979,Sweden,Hässelby Strand,Hässelby-Vällingby,Serviced apartment,$704.00,100
7171135,Sweden,Stockholm,Norrmalm,Apartment,"$1,203.00",94
31806264,Sweden,Norrmalm,Norrmalm,Apartment,$597.00,91
16435709,Sweden,Södermalm,Södermalm,Apartment,$949.00,93
13034357,Sweden,Stockholm,Södermalm,Apartment,"$1,693.00",91
8404987,Norway,Oslo,Grünerløkka,Apartment,$554.00,95
24928402,Sweden,Enskede-Årsta-Vantör,Enskede-Årsta-Vantör,Apartment,$450.00,91
13473448,Sweden,Stockholm,Södermalm,Apartment,"$1,174.00",100
24852971,Sweden,Östermalm,Östermalm,Condominium,$988.00,98
35831654,Sweden,Enskede-Årsta-Vantör,Enskede-Årsta-Vantör,Apartment,$372.00,100
2472739,Sweden,Stockholm,Kungsholmen,Apartment,$597.00,98
26941527,Sweden,Stockholm,Södermalm,Apartment,"$1,614.00",93
13168685,Sweden,Stockholm,Östermalm,Apartment,"$1,272.00",100
4442117,Sweden,Stockholm,Östermalm,Apartment,$949.00,90
4062062,Norway,Oslo,Sagene,Apartment,$681.00,98
590834,Norway,Oslo,Grefsen,Apartment,$590.00,93
8347800,Norway,Oslo,Frogner,Apartment,$617.00,100
14162081,Sweden,Stockholm,Södermalm,Apartment,"$1,389.00",98
12964822,Sweden,Stockholm,Norrmalm,Apartment,"$2,201.00",95
10447778,Sweden,Stockholm,Bromma,Apartment,$753.00,90
33600032,Sweden,Hässelby-Vällingby,Hässelby-Vällingby,Apartment,$430.00,99
35795446,Sweden,Östermalm,Östermalm,Apartment,$430.00,98
19836445,Sweden,Södermalm,Södermalm,Apartment,"$1,203.00",100
24037805,Sweden,Norrmalm,Norrmalm,Apartment,"$2,602.00",92
3321266,Norway,Oslo,Sagene,Condominium,$454.00,100
24855560,Sweden,Stockholm,Rinkeby-Kista,Apartment,"$1,096.00",60
10644308,Norway,Oslo,Nordre Aker,Apartment,$400.00,80
36050554,Sweden,Enskede-Årsta-Vantör,Enskede-Årsta-Vantör,Apartment,$646.00,100
23766970,Sweden,Bagarmossen,Skarpnäck,Apartment,$401.00,100
448259,Sweden,Stockholm,Rinkeby-Kista,Townhouse,$166.00,84
22981645,Sweden,Kungsholmen,Kungsholmen,Apartment,$450.00,95
35534424,Sweden,Södermalm,Södermalm,Apartment,"$1,203.00",100
7418976,Norway,Oslo,Majorstuen,Apartment,$409.00,94
17041099,Sweden,Stockholm,Södermalm,Apartment,$528.00,94
32864527,Sweden,Tensta,Spånga-Tensta,Apartment,$548.00,90
4139431,Norway,Oslo,Frogner,Loft,$863.00,99
35368989,Sweden,Norrmalm,Norrmalm,Apartment,$949.00,99
10096658,Sweden,Stockholm,Södermalm,Apartment,$959.00,100
16661911,Sweden,Stockholm,Södermalm,Apartment,"$1,898.00",100
2234982,Sweden,Stockholm,Norrmalm,Apartment,$890.00,98
2430967,Norway,Oslo,Majorstuen,Apartment,"$1,090.00",93
6793100,Sweden,Gamla Stan,Södermalm,Apartment,"$1,810.00",97
21911973,Sweden,Kungsholmen,Kungsholmen,Apartment,"$1,086.00",98
6033911,Sweden,Stockholm,Hägersten-Liljeholmen,Apartment,$362.00,88
20205392,Sweden,Norrmalm,Norrmalm,Apartment,"$1,203.00",100
5909299,Norway,Oslo,Majorstuen,Apartment,$726.00,98
4212516,Norway,Oslo,Grünerløkka,Loft,"$1,253.00",100
13569130,Sweden,Stockholm,Norrmalm,Apartment,$587.00,100
24729202,Sweden,Hammarbyhöjden,Skarpnäck,Apartment,$597.00,99
15055403,Sweden,Stockholm,Södermalm,Apartment,"$1,096.00",91
32954718,Sweden,Stockholm,Enskede-Årsta-Vantör,Apartment,$597.00,80
3720473,Norway,Oslo,Gamle Oslo,Apartment,$472.00,96
14333335,Sweden,Stockholm,Älvsjö,Apartment,$998.00,96
12883216,Norway,Oslo,Gamle Oslo,Apartment,"$1,199.00",98
22333918,Sweden,Södermalm,Södermalm,Apartment,$900.00,100
19542161,Sweden,Hägersten-Liljeholmen,Hägersten-Liljeholmen,Apartment,$851.00,97
5764315,Sweden,Stockholm,Kungsholmen,Apartment,$900.00,100
4744965,Norway,Oslo,Sagene,Apartment,$499.00,100
33502687,Sweden,Enskede-Årsta-Vantör,Enskede-Årsta-Vantör,Apartment,$900.00,90
10907993,Sweden,Stockholm,Norrmalm,Apartment,$890.00,96
19887861,Sweden,Stockholm,Enskede-Årsta-Vantör,Apartment,$499.00,100
23940122,Sweden,Södermalm,Skarpnäck,Apartment,"$1,017.00",94
23441616,Sweden,Spånga-Tensta,Spånga-Tensta,Townhouse,$391.00,98
7676974,Sweden,Stockholm,Enskede-Årsta-Vantör,Apartment,$372.00,100
13777073,Sweden,Stockholm,Södermalm,Apartment,$753.00,98
12927843,Sweden,Stockholm,Kungsholmen,Apartment,$792.00,94
6846003,Sweden,Stockholm,Farsta,Townhouse,"$1,702.00",91
3535440,Sweden,Stockholm,Hägersten-Liljeholmen,Apartment,$479.00,95
20968458,Sweden,Kungsholmen,Bromma,House,$450.00,96
6999828,Norway,Oslo,Sagene,Apartment,"$1,199.00",100
26099316,Sweden,Älvsjö,Älvsjö,Apartment,$597.00,92
13544490,Sweden,Stockholm,Norrmalm,Apartment,$998.00,100
11954536,Norway,Oslo,Østensjø,Apartment,$754.00,80
26549389,Sweden,Södermalm,Södermalm,Apartment,$920.00,97
4163261,Norway,Oslo,Majorstuen,Apartment,"$2,397.00",92
32482034,Sweden,Norrmalm,Norrmalm,Apartment,$802.00,99
19570819,Sweden,Södermalm,Södermalm,Apartment,$900.00,100
1038408,Sweden,Stockholm,Kungsholmen,Apartment,$646.00,75
22372233,Sweden,Södermalm,Södermalm,Apartment,"$1,096.00",100
11714041,Sweden,Stockholm,Hässelby-Vällingby,Apartment,$499.00,100
3706654,Norway,Oslo,St. Hanshaugen,Apartment,$400.00,96
19204789,Sweden,Norrmalm,Norrmalm,Apartment,"$1,106.00",97
1733735,Norway,Oslo,Majorstuen,Apartment,"$1,753.00",93
3512453,Norway,Sagene,Sagene,Condominium,$645.00,90
30722311,Sweden,Bromma,Bromma,Serviced apartment,$430.00,100
13686048,Sweden,Stockholm,Norrmalm,Apartment,"$1,448.00",97
10967412,Sweden,Stockholm,Farsta,Apartment,$665.00,96
5034319,Sweden,Stockholm,Hägersten-Liljeholmen,Apartment,$949.00,97
37925788,Sweden,Södermalm,Södermalm,Apartment,$998.00,80
25029813,Sweden,Norrmalm,Norrmalm,Apartment,$597.00,100
25793389,Sweden,Enskede-Årsta-Vantör,Enskede-Årsta-Vantör,Apartment,$802.00,100
18454969,Sweden,Stockholm,Hägersten-Liljeholmen,Condominium,$597.00,100
22428585,Sweden,Södermalm,Södermalm,House,"$1,047.00",100
28792787,Sweden,Östermalm,Östermalm,Apartment,$352.00,80
16712348,Sweden,Stockholm,Bromma,Townhouse,"$1,702.00",100
35982183,Sweden,Södermalm,Södermalm,Apartment,"$1,849.00",99
26748157,Sweden,Hammarbyhöjden,Skarpnäck,Apartment,$499.00,90
4006098,Sweden,Stockholm,Hägersten-Liljeholmen,Apartment,"$1,898.00",94
11509356,Norway,Oslo,Grefsen,House,"$1,398.00",100
24279300,Sweden,Hässelby-Vällingby,Hässelby-Vällingby,House,$998.00,100
25022801,Sweden,Södermalm,Södermalm,Condominium,"$1,565.00",100
35812773,Sweden,Norrmalm,Norrmalm,Apartment,"$1,790.00",100
13365998,Sweden,Stockholm,Norrmalm,Apartment,"$1,996.00",100
32382969,Sweden,Stockholm,Enskede-Årsta-Vantör,House,"$1,898.00",90
24130205,Sweden,Hägersten-Liljeholmen,Hägersten-Liljeholmen,Apartment,$792.00,90
6656579,Sweden,Södermalm,Södermalm,Apartment,$910.00,96
12441748,Norway,Oslo,Grünerløkka,Apartment,$627.00,100
18659119,Sweden,Stockholm,Enskede-Årsta-Vantör,Apartment,$881.00,97
6562542,Sweden,Stockholm,Enskede-Årsta-Vantör,Apartment,$851.00,97
21253201,Sweden,Kungsholmen,Kungsholmen,Apartment,$949.00,100
12962708,Sweden,Stockholm,Norrmalm,Apartment,"$1,164.00",95
12965244,Norway,Oslo,Majorstuen,Apartment,"$1,798.00",98
35077568,Sweden,Södermalm,Södermalm,Loft,$470.00,94
3509608,Norway,Oslo,Ullern,Townhouse,"$2,633.00",80
12952242,Sweden,Stockholm,Farsta,Apartment,$499.00,96
3036915,Sweden,Stockholm,Enskede-Årsta-Vantör,Apartment,$646.00,93
13679710,Sweden,Stockholm,Norrmalm,Apartment,$802.00,93
1731648,Norway,Oslo,Gamle Oslo,Apartment,$454.00,95
33701435,Sweden,Norrmalm,Norrmalm,Apartment,"$3,052.00",100
