id,country,city,neighbourhood,property_type,price,review_scores_rating
36813340,Sweden,Kungsholmen,Kungsholmen,Apartment,$900.00,93
20387986,Sweden,Bromma,Bromma,Apartment,$900.00,100
758848,Norway,Oslo,Gamle Oslo,Apartment,"$1,090.00",91
15415270,Sweden,Stockholm,Södermalm,Apartment,$753.00,95
22141667,Sweden,Hägersten-Liljeholmen,Hägersten-Liljeholmen,Apartment,$352.00,80
19828085,Sweden,Stockholm,Hägersten-Liljeholmen,Apartment,$724.00,100
5204770,Norway,Oslo,Grünerløkka,Apartment,$872.00,99
17599891,Sweden,Stockholm,Södermalm,Apartment,"$1,096.00",100
21439482,Sweden,Gamla Stan,Södermalm,Apartment,"$1,194.00",98
12052351,Norway,Oslo,Majorstuen,Condominium,$590.00,94
1677039,Sweden,Stockholm,Norrmalm,Apartment,$802.00,88
6148507,Sweden,Stockholm,Kungsholmen,Apartment,$802.00,99
13602204,Sweden,Stockholm,Norrmalm,Apartment,$479.00,96
26566460,Sweden,Enskede-Årsta-Vantör,Enskede-Årsta-Vantör,Guest suite,$499.00,98
18496597,Sweden,Stockholm,Hägersten-Liljeholmen,Apartment,$499.00,100
11886490,Sweden,Stockholm,Enskede-Årsta-Vantör,House,"$2,505.00",100
7670993,Sweden,Stockholm,Östermalm,Apartment,"$1,203.00",100
2065913,Norway,Oslo,Sagene,Apartment,$608.00,96
10809695,Norway,Oslo,Gamle Oslo,Apartment,$999.00,100
10357353,Norway,Oslo,Grünerløkka,Apartment,$590.00,96
739726,Sweden,Stockholm,Södermalm,Apartment,$822.00,96
12067158,Norway,Oslo,Grünerløkka,Apartment,$599.00,96
7099131,Sweden,Stockholm,Bromma,Apartment,$597.00,87
10757157,Sweden,Stockholm,Enskede-Årsta-Vantör,Apartment,"$1,800.00",90
18047538,Sweden,Stockholm,Östermalm,Apartment,$499.00,97
16466346,Sweden,Stockholm,Skarpnäck,Apartment,"$1,096.00",100
26663215,Sweden,Norrmalm,Norrmalm,Apartment,$851.00,100
5212111,Norway,Oslo,Grünerløkka,Apartment,$953.00,95
16892871,Sweden,Stockholm,Södermalm,Apartment,$802.00,96
9102486,Sweden,Stockholm,Hägersten-Liljeholmen,Loft,$646.00,98
6052600,Norway,Oslo,Nordre Aker,Condominium,$499.00,88
14450876,Sweden,Stockholm,Södermalm,Apartment,"$1,634.00",97
28429718,Sweden,Östermalm,Östermalm,Apartment,$362.00,98
10445997,Sweden,Stockholm,Norrmalm,Apartment,$587.00,100
760572,Norway,Oslo,St. Hanshaugen,Apartment,$799.00,94
24761551,Sweden,Södermalm,Södermalm,Apartment,$998.00,87
15878405,Sweden,Stockholm,Kungsholmen,Apartment,$401.00,95
1551803,Norway,Oslo,Ullern,Apartment,$899.00,99
36203675,Sweden,Norrmalm,Norrmalm,Apartment,"$4,001.00",100
2914145,Sweden,Stockholm,Östermalm,Apartment,$861.00,100
17336197,Sweden,Stockholm,Södermalm,Apartment,$665.00,98
30928952,Sweden,Stockholm,Kungsholmen,Apartment,$597.00,95
19363657,Sweden,Stockholm,Älvsjö,House,"$1,497.00",100
25802409,Sweden,Norrmalm,Norrmalm,Apartment,$998.00,100
31278650,Sweden,Norrmalm,Norrmalm,Apartment,$704.00,100
